"Refseq.ID"	"Organism"	"Spacer.Accession"	"Spacer.Start"	"Spacer.End"	"Proto.spacer.Start"	"Proto.spacer.End"	"Source"	"Product"	"Protein.id"	"GO.Function"	"GO.process"	"Gene"	"EC.number"	"TaxID"	"Species"	"Genus"	"Superkingdom"	"Phylum"	"Class"	"Order"	"Family"	"locus_tag"	"CRISPR.Type"
"NZ_BAMD01000222"	"Saccharicrinis fermentans DSM 9555 = JCM 21142"	"NZ_BAMD01000222.1"	653	691	982	1020	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"869213"	"Saccharicrinis fermentans"	"Saccharicrinis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Error: 'locus_tag' is not in list"	"Error: HTTP Error 500: Internal Server Error"
"NZ_MAGR01000016"	"Mycoplasma gallisepticum strain K6372 "	"NZ_MAGR01000016.1"	87	117	27709	27739	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2096"	"Mycoplasma gallisepticum"	"Mycoplasma"	"Bacteria"	"Tenericutes"	"Error: No info"	"Mycoplasmoidales"	"Metamycoplasmataceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NC_004829"	"Mycoplasma gallisepticum R"	"NC_004829_4_13"	911848	911877	570775	570804	"stern(PMID:20598393)"	"ribonuclease HIII"	"WP_011113653.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"710127"	"Mycoplasma gallisepticum"	"Mycoplasma"	"Bacteria"	"Tenericutes"	"Error: No info"	"Mycoplasmoidales"	"Metamycoplasmataceae"	"MGA_RS02350"	"No CRISPR type prediction"
"NC_017503"	"Mycoplasma gallisepticum str. F"	"NC_017503.1"	896655	896685	345824	345854	"KE Watters ((PMID:30190307))"	"PTS sugar transporter subunit IIA"	"WP_237697177.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"708616"	"Mycoplasma gallisepticum"	"Mycoplasma"	"Bacteria"	"Tenericutes"	"Error: No info"	"Mycoplasmoidales"	"Metamycoplasmataceae"	"MGF_RS01435"	"II-A"
"NZ_BAGX02000021"	"Methanobrevibacter boviskoreani JH1"	"NZ_BAGX02000021.1"	58022	58058	19911	19947	"KE Watters ((PMID:30190307))"	"DUF4011 domain-containing protein"	"WP_050553574.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1214066"	"Methanobrevibacter boviskoreani"	"Methanobrevibacter"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"ON24_RS08970
<1"	"I-B"
"NZ_CP014265"	"Methanobrevibacter olleyae strain YLM1"	"NZ_CP014265.1"	470174	470211	2067658	2067695	"KE Watters ((PMID:30190307))"	"tyrosine-type recombinase/integrase"	"WP_067148597.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"294671"	"Methanobrevibacter olleyae"	"Methanobrevibacter"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"YLM1_RS08715"	"Error: HTTP Error 500: Internal Server Error"
"NZ_CP014265"	"Methanobrevibacter olleyae strain YLM1"	"NZ_CP014265.1"	472743	472780	2072304	2072341	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"294671"	"Methanobrevibacter olleyae"	"Methanobrevibacter"	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NC_013887"	"Methanocaldococcus sp. FS406-22"	"NC_013887.1"	1151245	1151290	965622	965667	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_012980559.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"644281"	"Methanocaldococcus sp."	"Methanocaldococcus"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanocaldococcaceae"	"MFS40622_RS04840"	"I-A"
"NC_013156"	"Methanocaldococcus fervens AG86"	"NC_013156.1"	760178	760221	1271379	1271422	"KE Watters ((PMID:30190307))"	"nucleotidyltransferase domain-containing protein"	"WP_015791888.1"	"GO:0016779"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"573064"	"Methanocaldococcus fervens"	"Methanocaldococcus"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanocaldococcaceae"	"MEFER_RS06825"	"No CRISPR type prediction"
"NC_013156"	"Methanocaldococcus fervens AG86"	"NC_013156.1"	760245	760288	1271379	1271422	"KE Watters ((PMID:30190307))"	"nucleotidyltransferase domain-containing protein"	"WP_015791888.1"	"GO:0016779"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"573064"	"Methanocaldococcus fervens"	"Methanocaldococcus"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanocaldococcaceae"	"MEFER_RS06825"	"No CRISPR type prediction"
"NC_014222"	"Methanococcus voltae A3"	"NC_014222.1"	582744	582782	1739688	1739726	"KE Watters ((PMID:30190307))"	"DEAD/DEAH box helicase family protein"	"WP_013180930.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"456320"	"Methanococcus voltae"	"Methanococcus"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanococcaceae"	"MVOL_RS07805"	"III-B"
"ABHB01000001"	"Methanococcus voltae A3 ctg10"	"ABHB01000001.1"	1612279	1612317	897055	897093	"KE Watters ((PMID:30190307))"	"type III restriction protein res subunit"	"gb|EDP41141.1||gnl|WGS:ABHB|MvolDRAFT_0800"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"456320"	"Methanococcus voltae"	"Methanococcus"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanococcaceae"	"MvolDRAFT_0800
<1"	"III-B"
"ABHB01000004"	"Methanococcus voltae A3 ctg8"	"ABHB01000004.1"	6288	6324	1520568	1520604	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"456320"	"Methanococcus voltae"	"Methanococcus"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanococcaceae"	"Error: HTTP Error 400: Bad Request"	"I-B"
"NZ_BCNW01000001"	"Methanofollis ethanolicus strain HASU"	"NZ_BCNW01000001.1"	2300003	2300035	784847	784879	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"488124"	"Methanofollis ethanolicus"	"Methanofollis"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"NZ_JMIO01000024"	"Methanoculleus sp. MH98A c24"	"NZ_JMIO01000024.1"	3011	3045	54	88	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"1495314"	"Methanoculleus sp."	"Methanoculleus"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_JMIO01000024"	"Methanoculleus sp. MH98A c24"	"NZ_JMIO01000024.1"	3077	3113	120	156	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"Error: HTTP Error 500: Internal Server Error"	"1495314"	"Methanoculleus sp."	"Methanoculleus"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_JJPA01000140"	"Methanosarcina mazei strain 3.F.A.1A.1 "	"NZ_JJPA01000140.1"	12145	12181	41927	41963	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2209"	"Methanosarcina mazei"	"Methanosarcina"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Methanosarcinaceae"	"Error: HTTP Error 400: Bad Request"	"III-B"
"NZ_JJPA01000094"	"Methanosarcina mazei strain 3.F.A.1A.1 "	"NZ_JJPA01000094.1"	2340	2374	47189	47223	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2209"	"Methanosarcina mazei"	"Methanosarcina"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Methanosarcinaceae"	"Error: HTTP Error 400: Bad Request"	"III-A"
"NZ_CP009528"	"Methanosarcina barkeri MS"	"NZ_CP009528.1"	253187	253222	1289001	1289036	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1434108"	"Methanosarcina barkeri"	"Methanosarcina"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Methanosarcinaceae"	"Error: 'locus_tag' is not in list"	"Error: HTTP Error 500: Internal Server Error"
"NZ_LDRL01000054"	"Methylobacterium aquaticum strain NS228 "	"NZ_LDRL01000054.1"	24907	24939	25284	25316	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1775910"	"Methylobacterium aquaticum"	"Methylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylobacteriaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"NZ_LABX01000245"	"Methylobacterium aquaticum strain DSM 16371 "	"NZ_LABX01000245.1"	3816	3851	30187	30222	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"270351"	"Methylobacterium aquaticum"	"Methylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylobacteriaceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NZ_LABX01000245"	"Methylobacterium aquaticum strain DSM 16371 "	"NZ_LABX01000245.1"	5571	5605	58689	58723	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"270351"	"Methylobacterium aquaticum"	"Methylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylobacteriaceae"	"Error: HTTP Error 400: Bad Request"	"I-C"
"NZ_MSCV01000051"	"Methylocaldum sp. 14B "	"NZ_MSCV01000051.1"	844	878	7067	7101	"KE Watters ((PMID:30190307))"	"type III-B CRISPR module RAMP protein Cmr6"	"WP_077732699.1"	"GO:0003674"	"GO:0043571"	"cmr6"	"Error: No EC number"	"1912213"	"Methylocaldum sp."	"Methylocaldum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"B2A78_RS24625
<35"	"III-B"
"NZ_LPUF01000001"	"Methyloprofundus sedimenti strain WF1 "	"NZ_LPUF01000001.1"	2069418	2069453	1994023	1994058	"KE Watters ((PMID:30190307))"	"VTT domain-containing protein"	"WP_080522537.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1420851"	"Methyloprofundus sedimenti"	"Methyloprofundus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"AU255_RS08845"	"No CRISPR type prediction"
"NZ_AFJF01000014"	"Methylomicrobium album BG8 ctg284"	"NZ_AFJF01000014.1"	2650	2686	133094	133130	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"686340"	"Methylomicrobium album"	"Methylomicrobium"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_KI911560"	"Methylophilus sp. 5 "	"NZ_KI911560.1"	1235761	1235791	1218836	1218866	"KE Watters ((PMID:30190307))"	"ShlB/FhaC/HecB family hemolysin secretion/activation protein"	"WP_029147618.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1112274"	"Methylophilus sp."	"Methylophilus"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Methylophilaceae"	"METH5_RS0105785
<31"	"No CRISPR type prediction"
"NC_007947"	"Methylobacillus flagellatus KT"	"NC_007947.1"	637164	637197	506496	506529	"KE Watters ((PMID:30190307))"	"glycosyltransferase family 4 protein"	"WP_011478854.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"265072"	"Methylobacillus flagellatus"	"Methylobacillus"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Methylophilaceae"	"MFLA_RS02485"	"I-C"
"NZ_BAUS01000004"	"Methylophilus sp. OH31"	"NZ_BAUS01000004.1"	113820	113850	289561	289591	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_024930305.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1387312"	"Methylophilus sp."	"Methylophilus"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Methylophilaceae"	"OH31_RS07910
<1"	"No CRISPR type prediction"
"NZ_PSWX01000001"	"Rathayibacter toxicus strain FH85 FH85_5"	"NZ_PSWX01000001.1"	42406	42439	52466	52499	"KE Watters ((PMID:30190307))"	"HAD-IIB family hydrolase"	"WP_027692849.1"	"GO:0016787"	"GO:0008152"	"Error: No gene name"	"Error: No EC number"	"145458"	"Rathayibacter toxicus"	"Rathayibacter"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micrococcales"	"Microbacteriaceae"	"C5C93_RS00205"	"I-E"
"NZ_PSXL01000001"	"Rathayibacter toxicus strain FH137 FH137_5"	"NZ_PSXL01000001.1"	42406	42439	52466	52499	"KE Watters ((PMID:30190307))"	"HAD-IIB family hydrolase"	"WP_027692849.1"	"GO:0016787"	"GO:0008152"	"Error: No gene name"	"Error: No EC number"	"145458"	"Rathayibacter toxicus"	"Rathayibacter"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micrococcales"	"Microbacteriaceae"	"C5D47_RS00205"	"I-E"
"NAEP01000023"	"Microbacteriaceae bacterium EaCA-K 1"	"NAEP01000023.1"	161021	161056	7597	7632	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1969409"	"Microbacteriaceae bacterium"	"Microbacteriaceae"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micrococcales"	"Microbacteriaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_KV830305"	"Rothia sp. HMSC061D12 Scaffold11"	"NZ_KV830305.1"	209602	209638	1527310	1527346	"KE Watters ((PMID:30190307))"	"carbonic anhydrase"	"WP_070832305.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1715161"	"Rothia sp."	"Rothia"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micrococcales"	"Micrococcaceae"	"HMPREF2682_RS06055"	"Error: HTTP Error 500: Internal Server Error"
"NZ_JVXS01000022"	"Rothia dentocariosa strain 1233_RDEN 46_12179_198564"	"NZ_JVXS01000022.1"	1275	1307	25330	25362	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2047"	"Rothia dentocariosa"	"Rothia"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micrococcales"	"Micrococcaceae"	"Error: HTTP Error 400: Bad Request"	"I-E"
"PKJV01000018"	"Micrococcus luteus strain UMB0867 .16933_8_10.18"	"PKJV01000018.1"	569	601	19698	19730	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1270"	"Micrococcus luteus"	"Micrococcus"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micrococcales"	"Micrococcaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_ACSK03000040"	"Arthrospira platensis str. Paraca isolate UASWS "	"NZ_ACSK03000040.1"	140	180	157	197	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"634502"	"Arthrospira platensis"	"Arthrospira"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Oscillatoriales"	"Microcoleaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_CP013008"	"Arthrospira platensis YZ genome"	"NZ_CP013008.1"	2779551	2779592	4319825	4319866	"KE Watters ((PMID:30190307))"	"bifunctional acetaldehyde-CoA/alcohol dehydrogenase"	"WP_006619105.1"	"GO:0004022"	"GO:0006066"	"adhE"	"1.2.1.10"	"1738638"	"Arthrospira platensis"	"Arthrospira"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Oscillatoriales"	"Microcoleaceae"	"AP285_RS19465"	"No CRISPR type prediction"
"NZ_LN889782"	"Planktothrix tepida PCC 9214 isolate BBR_PRJEB10993"	"NZ_LN889782.1"	539807	539842	133510	133545	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_072717494.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"671072"	"Planktothrix tepida"	"Planktothrix"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Oscillatoriales"	"Microcoleaceae"	"PL9214_RS03675"	"I-C"
"NZ_CAIQ01000135"	"Microcystis aeruginosa PCC 9701"	"NZ_CAIQ01000135.1"	13301	13343	371802	371844	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"721123"	"Microcystis aeruginosa"	"Microcystis"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Chroococcales"	"Microcystaceae"	"Error: HTTP Error 400: Bad Request"	"III-B"
"CP011339"	"Microcystis panniformis FACHB-1757"	"CP011339.1"	1767428	1767470	3340157	3340199	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1638788"	"Microcystis panniformis"	"Microcystis"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Chroococcales"	"Microcystaceae"	"Error: 'locus_tag' is not in list"	"III-B"
"NZ_CP020664"	"Microcystis sp. MC19 chromosome"	"NZ_CP020664.1"	707885	707928	1440668	1440711	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1967666"	"Microcystis sp."	"Microcystis"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Chroococcales"	"Microcystaceae"	"Error: 'locus_tag' is not in list"	"III-B"
"NZ_KB898419"	"Salinispora arenicola CNT859 D462DRAFT_"	"NZ_KB898419.1"	2033	2074	6412	6453	"KE Watters ((PMID:30190307))"	"type I-C CRISPR-associated protein Cas7/Csd2"	"WP_018908948.1"	"GO:0003674"	"GO:0043571"	"cas7c"	"Error: No EC number"	"1169163"	"Salinispora arenicola"	"Salinispora"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micromonosporales"	"Micromonosporaceae"	"D462_RS0119525
<42"	"I-C"
"NZ_AZWS01000058"	"Salinispora pacifica CNT855 B113DRAFT_"	"NZ_AZWS01000058.1"	1970	2002	939	971	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1137266"	"Salinispora pacifica"	"Salinispora"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micromonosporales"	"Micromonosporaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_KB896962"	"Salinispora arenicola CNY237 C586DRAFT_"	"NZ_KB896962.1"	79811	79850	536750	536789	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1169185"	"Salinispora arenicola"	"Salinispora"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Micromonosporales"	"Micromonosporaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_MAKQ01000094"	"Acinetobacter baumannii strain IHIT25424 "	"NZ_MAKQ01000094.1"	1460	1492	14848	14880	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"470"	"Acinetobacter baumannii"	"Acinetobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_CP018059"	"Moraxella catarrhalis strain CCRI-195ME"	"NZ_CP018059.1"	1711154	1711186	232822	232854	"KE Watters ((PMID:30190307))"	"DUF1064 domain-containing protein"	"WP_081569733.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"480"	"Moraxella catarrhalis"	"Moraxella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"MC195_RS01200"	"I-F"
"NZ_LZDQ01000012"	"Moraxella osloensis strain CCUG 57516 "	"NZ_LZDQ01000012.1"	268362	268394	954105	954137	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"34062"	"Moraxella osloensis"	"Moraxella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellales"	"Moraxellaceae"	"Error: HTTP Error 400: Bad Request"	"I-F"
"NZ_NIBT01000012"	"Xenorhabdus ehlersii strain DSM 16337 Xehl_12"	"NZ_NIBT01000012.1"	31128	31161	1160	1193	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"290111"	"Xenorhabdus ehlersii"	"Xenorhabdus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"NZ_NIBT01000012"	"Xenorhabdus ehlersii strain DSM 16337 Xehl_12"	"NZ_NIBT01000012.1"	27890	27923	2970	3003	"KE Watters ((PMID:30190307))"	"Rpn family recombination-promoting nuclease/putative transposase"	"WP_099132570.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"290111"	"Xenorhabdus ehlersii"	"Xenorhabdus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Xehl_RS12215"	"I-E"
"NZ_HF952044"	"Xenorhabdus nematophila F1"	"NZ_HF952044.1"	113931	113963	8604	8636	"KE Watters ((PMID:30190307))"	"transcriptional regulator AsnC"	"WP_010846122.1"	"GO:0043565"	"Error: No process id"	"asnC"	"Error: No EC number"	"1306162"	"Xenorhabdus nematophila"	"Xenorhabdus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"XNC3_RS05105"	"No CRISPR type prediction"
